cause,sex,age,rate,provenance
burn,F,0,0.0055,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,1,0.0045,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,5,0.0026,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,10,0.0015,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,15,0.0013,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,20,0.0014,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,30,0.0013,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,40,0.0013,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,50,0.0013,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,60,0.0014,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,70,0.0015,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,80,0.0019,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,90,0.0024,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
burn,F,100,0.0027,"[std] CONSTRUCTED: 화상진단 frequency, peaking in infancy; no Korean burn frequency by age was retrieved"
hosp_acc,M,0,0.1,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,1,0.13,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,5,0.15,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,10,0.18,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,15,0.2,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,20,0.22,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,30,0.2,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,40,0.22,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,50,0.28,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,60,0.38,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,70,0.6,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,80,1.1,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,90,1.8,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,M,100,2.2,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,0,0.09,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,1,0.11,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,5,0.12,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,10,0.14,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,15,0.15,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,20,0.15,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,30,0.15,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,40,0.17,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,50,0.24,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,60,0.34,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,70,0.55,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,80,1.05,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,90,1.75,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_acc,F,100,2.15,"[std] CONSTRUCTED: expected 상해입원 days per policy year, before the 1~180일 per-stay cap; shaped on the 진료비 실태조사 admission pattern [REG-R41]"
hosp_dis,M,0,2.4,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,1,1.1,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,5,0.55,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,10,0.35,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,15,0.35,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,20,0.45,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,30,0.6,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,40,0.85,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,50,1.4,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,60,2.6,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,70,5.0,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,80,10.0,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,90,16.0,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,M,100,20.0,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,0,2.1,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,1,1.0,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,5,0.5,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,10,0.32,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,15,0.42,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,20,0.7,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,30,0.95,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,40,1.05,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,50,1.55,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,60,2.6,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,70,4.6,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,80,9.0,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,90,14.0,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
hosp_dis,F,100,18.0,"[std] CONSTRUCTED: expected 질병입원 days per policy year, before the 1~180일 per-stay cap; the infant peak is the frequent-admission experience the 2010 outpatient-rider deterioration was about [R5]; shaped on [REG-R41] and, at the adult ages, on the 질병입원율 grid of the 참조순보험요율 display [REG-R61]"
liability,M,0,0.004,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,1,0.006,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,5,0.009,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,10,0.01,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,15,0.008,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,20,0.006,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,30,0.006,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,40,0.006,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,50,0.0055,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,60,0.005,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,70,0.005,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,80,0.005,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,90,0.004,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,M,100,0.003,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,0,0.0034,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,1,0.0051,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,5,0.0077,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,10,0.0085,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,15,0.0068,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,20,0.0051,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,30,0.0051,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,40,0.0051,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,50,0.0047,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,60,0.0043,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,70,0.0043,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,80,0.0043,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,90,0.0034,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
liability,F,100,0.0026,"[std] CONSTRUCTED: 가족일상생활배상책임 claim frequency; the cover is a third party's loss rather than a state of the insured [S5], and no Korean liability frequency by age of the insured child was retrieved"
