sex,age,cause,ci_rate,provenance
F,19,other,3.2168e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,19,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,20,cancer,0.000291,"[S3] ANCHOR - 예정위험률 disclosed by age and sex in a Korean CI 상품요약서, the only published Korean CI morbidity basis found"
F,20,ami,9e-06,"[S3] ANCHOR - 예정위험률 disclosed by age and sex in a Korean CI 상품요약서, the only published Korean CI morbidity basis found"
F,20,stroke,4e-05,"[S3] ANCHOR - 예정위험률 disclosed by age and sex in a Korean CI 상품요약서, the only published Korean CI morbidity basis found"
F,20,other,3.57e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,20,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,21,cancer,0.000322119,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,21,ami,1.0352e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,21,stroke,4.4875e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,21,other,3.9621e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,21,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,22,cancer,0.000356565,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,22,ami,1.1908e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,22,stroke,5.0344e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,22,other,4.3976e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,22,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,23,cancer,0.000394695,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,23,ami,1.3698e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,23,stroke,5.648e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,23,other,4.8812e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,23,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,24,cancer,0.000436903,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,24,ami,1.5756e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,24,stroke,6.3364e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,24,other,5.4182e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,24,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,25,cancer,0.000483624,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,25,ami,1.8124e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,25,stroke,7.1087e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,25,other,6.0148e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,25,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,26,cancer,0.000535342,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,26,ami,2.0847e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,26,stroke,7.9751e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,26,other,6.6774e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,26,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,27,cancer,0.00059259,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,27,ami,2.398e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,27,stroke,8.947e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,27,other,7.4134e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,27,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,28,cancer,0.000655959,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,28,ami,2.7584e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,28,stroke,0.000100375,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,28,other,8.2311e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,28,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,29,cancer,0.000726106,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,29,ami,3.1729e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,29,stroke,0.000112608,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,29,other,9.1397e-05,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,29,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,30,cancer,0.000803754,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,30,ami,3.6497e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,30,stroke,0.000126333,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,30,other,0.000101491,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,30,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,31,cancer,0.000889705,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,31,ami,4.1981e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,31,stroke,0.00014173,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,31,other,0.000112709,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,31,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,32,cancer,0.000984847,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,32,ami,4.829e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,32,stroke,0.000159004,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,32,other,0.000125175,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,32,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,33,cancer,0.001090164,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,33,ami,5.5546e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,33,stroke,0.000178383,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,33,other,0.00013903,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,33,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,34,cancer,0.001206744,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,34,ami,6.3893e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,34,stroke,0.000200124,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,34,other,0.00015443,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,34,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,35,cancer,0.001335789,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,35,ami,7.3495e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,35,stroke,0.000224515,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,35,other,0.000171549,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,35,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,36,cancer,0.001478635,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,36,ami,8.4539e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,36,stroke,0.000251878,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,36,other,0.00019058,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,36,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,37,cancer,0.001636756,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,37,ami,9.7243e-05,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,37,stroke,0.000282576,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,37,other,0.00021174,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,37,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,38,cancer,0.001811786,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,38,ami,0.000111856,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,38,stroke,0.000317016,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,38,other,0.000235269,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,38,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,39,cancer,0.002005534,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,39,ami,0.000128665,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,39,stroke,0.000355654,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,39,other,0.000261435,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,39,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,40,cancer,0.00222,"[S3] ANCHOR - 예정위험률 disclosed by age and sex in a Korean CI 상품요약서, the only published Korean CI morbidity basis found"
F,40,ami,0.000148,"[S3] ANCHOR - 예정위험률 disclosed by age and sex in a Korean CI 상품요약서, the only published Korean CI morbidity basis found"
F,40,stroke,0.000399,"[S3] ANCHOR - 예정위험률 disclosed by age and sex in a Korean CI 상품요약서, the only published Korean CI morbidity basis found"
F,40,other,0.000290535,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,40,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,41,cancer,0.002333345,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,41,ami,0.000167757,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,41,stroke,0.000439543,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,41,other,0.000308768,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,41,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,42,cancer,0.002452478,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,42,ami,0.000190151,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,42,stroke,0.000484205,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,42,other,0.000328318,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,42,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,43,cancer,0.002577693,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,43,ami,0.000215535,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,43,stroke,0.000533406,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
F,43,other,0.000349297,"[std] the five remaining 중대한 질병, the four 중대한 수술 and 중대한 화상 및 부식 as 10.5% of the three headline rates: [S4]'s published 3대-to-17대 office premium step of 5.30% divided by the 50.6% share the CI benefit takes of the risk premium at male 40 in [S3]'s 보장위험별 연간보험료 disclosure"
F,43,ltc,0.0,"[std] 장기요양 1·2등급 inception, 0.12% at 65 growing 14% a year, a placeholder for the construction LTC_KR_S owns; scaled so the 65+ mean is of the order of the 0.5% a year implied by [REG-R42]'s 154,688 1·2등급 인정자 against the 65+ population at an assumed three-year mean duration. Nil below 65: the 노인성 질병 route under 65 [REG-R55] is not modelled"
F,44,cancer,0.002709301,[std] log-linear in ln(rate) between [S3]'s anchors at ages 20 and 40 (below 40) or 40 and 60 (40 to 60); the anchors themselves are [S3]
