sex,age,mort_rate,acc_mort_rate,provenance
F,95,0.11646641,0.00041472,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,96,0.13243243,0.00043378,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,97,0.15059304,0.00045373,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,98,0.17125022,0.00047459,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,99,0.19474755,0.00049641,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,100,0.22147593,0.00051923,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,101,0.25188004,0.00054310,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,102,0.28646583,0.00056807,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,103,0.32580889,0.00059419,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,104,0.37056408,0.00062151,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,105,0.42147643,0.00065008,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,106,0.47939354,0.00067997,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,107,0.54527977,0.00071123,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,108,0.62023223,0.00074393,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,109,0.70549915,0.00077813,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,110,0.80250062,0.00081391,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,111,0.91285230,0.00085133,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,112,1.00000000,0.00089047,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,113,1.00000000,0.00093141,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,114,1.00000000,0.00097423,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,115,1.00000000,0.00101902,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,116,1.00000000,0.00106587,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,117,1.00000000,0.00111487,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,118,1.00000000,0.00116613,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,119,1.00000000,0.00121974,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
F,120,1.00000000,0.00127582,"[std] the same Makeham fit to the [S12] anchors, tilted above age 60 by k^(x-60) with k = 1.05928477 (female), the one free parameter, solved so that this table's 65세 기대여명 is 27.1 years exactly - the 제10회 경험생명표 figure [REG-R33], which runs 3.4 years above the public 완전생명표 [REG-R38]. acc_mort_rate is [std], the [S6] 40-60 log-slope extended"
